,note_name,start_time,duration,velocity,tempo
129,B3,21.26,0.312,112,120
130,A3,21.26,0.312,112,120
131,C#4,21.76,69/125,109,120
132,E3,21.76,69/125,109,120
133,A3,21.76,69/125,109,120
134,E3,22.698,229/1000,99,120
135,B3,22.698,229/1000,99,120
136,A3,22.698,229/1000,99,120
137,A3,22.958,73/250,107,120
138,C#4,22.958,73/250,107,120
139,E3,22.958,73/250,107,120
140,G2,23.438,194/125,91,120
141,B3,23.438,26/125,93,120
142,D3,23.438,26/125,93,120
143,G3,23.438,26/125,93,120
144,G3,23.802,13/50,87,120
145,D3,23.802,13/50,87,120
146,B3,23.802,13/50,87,120
147,B3,24.333,6/25,97,120
148,G3,24.333,6/25,97,120
149,D3,24.333,6/25,97,120
150,G2,24.99,0.031,91,120
151,B3,25.333,0.094,109,120
152,D3,25.344,99/500,94,120
153,G3,25.344,99/500,94,120
154,C#4,25.344,99/500,94,120
155,G2,25.354,0.875,91,120
156,D3,25.875,333/1000,105,120
157,C#4,25.875,333/1000,105,120
158,G3,25.875,333/1000,105,120
159,B3,26.406,1167/1000,102,120
160,G3,26.406,1167/1000,102,120
161,D3,26.406,1167/1000,102,120
162,G2,26.406,1167/1000,102,120
163,B3,28.323,521/1000,107,120
164,G3,28.323,521/1000,107,120
165,D3,28.323,521/1000,107,120
166,G2,28.344,323/500,95,120
167,C#4,28.802,0.188,91,120
168,G2,28.99,23/200,95,120
169,C#4,28.99,0.031,91,120
170,G3,29.302,271/1000,116,120
171,B3,29.302,271/1000,116,120
172,D4,29.302,0.344,111,120
173,G2,29.302,0.344,111,120
174,F#3,29.667,13/50,109,120
175,B3,29.667,13/50,109,120
176,B2,29.677,577/200,104,120
177,C#4,29.729,13/50,82,120
178,B3,30.26,99/250,98,120
179,C#4,30.26,99/250,98,120
180,F#3,30.26,99/250,98,120
181,F#3,31.292,583/1000,100,120
182,B3,31.292,583/1000,100,120
183,C#4,31.75,6/25,91,120
184,C#4,32.24,0.281,104,120
185,B3,32.24,0.281,104,120
186,F#3,32.25,0.281,106,120
187,B3,32.25,0.281,106,120
188,B3,33.25,151/500,101,120
189,F#3,33.25,151/500,101,120
190,B2,33.25,151/500,101,120
