,note_name,start_time,duration,velocity,tempo
706,G2,163.482,259/500,76,120.0
707,G3,164.0,7/500,76,120.0
708,B3,164.0,7/500,76,120.0
709,D4,164.0,7/500,76,120.0
710,G2,164.0,7/500,76,120.0
711,G2,164.036,243/500,81,120.0
712,D4,164.036,243/500,81,120.0
713,B3,164.036,243/500,81,120.0
714,G3,164.064,46/125,60,120.0
715,A2,164.618,142/125,101,120.0
716,A3,164.618,291/500,52,120.0
717,C#4,164.618,291/500,52,120.0
718,E4,164.641,139/200,44,120.0
719,A3,165.177,111/200,61,120.0
720,C#4,165.177,111/200,61,120.0
721,A3,165.732,559/1000,79,120.0
722,A2,165.732,559/1000,79,120.0
723,C#4,165.732,559/1000,79,120.0
724,A2,166.314,559/500,95,120.0
725,E4,166.314,79/200,49,120.0
726,A3,166.314,559/1000,56,120.0
727,C#4,166.314,559/1000,56,120.0
728,E4,166.873,723/1000,38,120.0
729,A3,166.873,559/1000,62,120.0
730,C#4,166.873,559/1000,62,120.0
731,A2,167.432,111/200,74,120.0
732,A3,167.432,111/200,74,120.0
733,C#4,167.432,111/200,74,120.0
734,A2,167.986,7/500,70,120.0
735,A3,167.986,7/500,70,120.0
736,C#4,167.986,7/500,70,120.0
737,A2,168.0,109/200,70,120.0
738,A3,168.0,109/200,70,120.0
739,C#4,168.0,109/200,70,120.0
740,A3,168.545,67/125,74,120.0
741,A2,168.545,67/125,74,120.0
742,C#4,168.545,373/1000,62,120.0
743,E4,168.545,373/1000,62,120.0
744,D3,169.105,133/250,83,120.0
745,A3,169.105,133/250,83,120.0
746,D4,169.105,133/250,83,120.0
747,F#4,169.105,133/250,83,120.0
748,A3,169.659,559/1000,73,120.0
749,D4,169.659,559/1000,73,120.0
750,F#4,169.659,559/1000,73,120.0
751,D3,169.659,559/1000,73,120.0
752,A3,170.218,291/500,79,120.0
753,D4,170.218,291/500,79,120.0
754,D3,170.218,291/500,79,120.0
755,F#4,170.218,291/500,79,120.0
756,D3,170.8,67/125,77,120.0
757,A3,170.8,67/125,77,120.0
758,D4,170.8,67/125,77,120.0
759,F#4,170.8,67/125,77,120.0
760,B3,171.336,3/10,56,120.0
761,B2,171.336,111/200,73,120.0
762,D4,171.336,111/200,73,120.0
763,F#4,171.336,111/200,73,120.0
764,B3,171.891,109/1000,68,120.0
765,D4,171.891,109/1000,68,120.0
766,B2,171.891,109/1000,68,120.0
767,F#4,171.891,109/1000,68,120.0
768,B3,172.0,9/20,68,120.0
769,D4,172.0,9/20,68,120.0
770,B2,172.0,9/20,68,120.0
771,F#4,172.0,9/20,68,120.0
772,B2,172.473,111/200,75,120.0
773,B3,172.473,111/200,75,120.0
774,D4,172.473,111/200,75,120.0
775,F#4,172.473,111/200,75,120.0
776,F#4,173.027,7/10,62,120.0
777,B2,173.027,67/125,80,120.0
778,B3,173.027,67/125,80,120.0
779,D4,173.027,67/125,80,120.0
780,F#2,173.586,291/500,90,120.0
781,A3,173.586,291/500,90,120.0
782,F#3,173.609,373/1000,54,120.0
783,F#3,174.168,441/1000,41,120.0
784,F#2,174.168,111/200,81,120.0
785,A3,174.168,111/200,81,120.0
786,F#4,174.168,111/200,81,120.0
787,F#3,174.723,61/200,48,120.0
788,C#4,174.723,2/5,37,120.0
789,F#2,174.723,141/250,80,120.0
790,A3,174.723,141/250,80,120.0
791,F#4,174.723,141/250,80,120.0
792,F#2,175.259,133/250,78,120.0
793,A3,175.259,133/250,78,120.0
794,F#4,175.259,133/250,78,120.0
795,C#4,175.286,3/10,48,120.0
796,F#3,175.818,91/500,41,120.0
797,A3,175.818,91/500,79,120.0
798,F#4,175.818,91/500,79,120.0
799,F#2,175.818,91/500,79,120.0
800,F#3,176.0,19/200,41,120.0
801,A3,176.0,71/200,79,120.0
802,F#4,176.0,71/200,79,120.0
803,F#2,176.0,71/200,79,120.0
804,F#2,176.377,111/200,75,120.0
805,A3,176.377,111/200,75,120.0
806,F#4,176.377,111/200,75,120.0
807,F#2,176.932,291/500,68,120.0
808,A3,176.932,291/500,68,120.0
809,C#4,176.932,291/500,68,120.0
810,F#4,176.932,291/500,68,120.0
811,A3,177.514,133/250,90,120.0
812,F#2,177.514,79/200,64,120.0
813,C#4,177.514,79/200,64,120.0
814,F#4,177.514,79/200,64,120.0
815,D4,178.095,209/500,61,120.0
816,G2,178.095,111/200,84,120.0
817,G3,178.095,111/200,84,120.0
818,B3,178.095,111/200,84,120.0
819,D4,178.65,149/200,42,120.0
820,G2,178.65,67/125,77,120.0
821,G3,178.65,67/125,77,120.0
822,B3,178.65,67/125,77,120.0
823,G3,179.186,559/1000,79,120.0
824,B3,179.186,559/1000,79,120.0
825,G2,179.186,559/1000,79,120.0
826,D4,179.745,51/200,52,120.0
827,G3,179.745,51/200,80,120.0
828,B3,179.745,51/200,80,120.0
829,G2,179.745,51/200,80,120.0
830,D4,180.0,291/500,52,120.0
831,G3,180.0,61/200,80,120.0
832,B3,180.0,61/200,80,120.0
833,G2,180.0,61/200,80,120.0
834,G3,180.305,577/1000,79,120.0
835,B3,180.305,577/1000,79,120.0
836,G2,180.305,577/1000,79,120.0
837,G3,180.882,67/125,76,120.0
838,B3,180.882,67/125,76,120.0
839,G2,180.882,67/125,76,120.0
840,D4,180.882,67/125,76,120.0
841,G2,181.441,133/250,75,120.0
842,D4,181.441,133/250,75,120.0
843,G3,181.441,133/250,75,120.0
844,B3,181.441,133/250,75,120.0
845,G3,181.995,58/125,70,120.0
846,G2,181.995,58/125,70,120.0
847,B3,181.995,133/250,79,120.0
848,G2,181.995,133/250,79,120.0
849,D4,181.995,133/250,79,120.0
850,A2,182.555,559/500,100,120.0
851,E4,182.577,2/5,51,120.0
852,A3,182.577,67/125,58,120.0
853,C#4,182.577,67/125,58,120.0
854,E4,183.114,373/1000,42,120.0
855,A3,183.114,291/500,68,120.0
856,C#4,183.114,291/500,68,120.0
857,A2,183.673,327/1000,80,120.0
858,A3,183.673,327/1000,80,120.0
859,C#4,183.673,327/1000,80,120.0
860,A2,184.0,29/125,80,120.0
861,A3,184.0,29/125,80,120.0
862,C#4,184.0,29/125,80,120.0
863,A3,184.227,111/200,77,120.0
864,A2,184.227,111/200,77,120.0
865,C#4,184.227,111/200,77,120.0
866,E4,184.809,277/1000,47,120.0
867,A2,184.809,559/1000,78,120.0
868,A3,184.809,559/1000,78,120.0
869,C#4,184.809,559/1000,78,120.0
870,A2,185.368,111/200,77,120.0
871,A3,185.368,111/200,77,120.0
872,C#4,185.368,111/200,77,120.0
873,A2,185.923,559/1000,75,120.0
874,A3,185.923,559/1000,75,120.0
875,C#4,185.923,559/1000,75,120.0
876,A3,186.482,121/200,76,120.0
877,A2,186.482,96/125,80,120.0
878,C#4,186.482,96/125,80,120.0
879,B-0,190.991,1009/1000,52,120.0
880,B-0,192.0,827/1000,52,120.0
881,B-1,192.2,181/200,63,120.0
882,B-1,195.009,627/1000,41,120.0
883,E2,195.427,491/1000,52,120.0
884,B2,222.941,1059/1000,85,120.0
885,F#3,222.941,577/1000,83,120.0
886,B3,222.941,577/1000,83,120.0
887,D4,222.941,577/1000,83,120.0
888,F#3,223.495,101/200,86,120.0
889,B3,223.495,101/200,86,120.0
890,D4,223.495,101/200,86,120.0
891,B2,224.0,607/500,85,120.0
892,F#3,224.0,9/1000,86,120.0
893,B3,224.0,9/1000,86,120.0
894,D4,224.0,9/1000,86,120.0
895,D4,224.032,1159/1000,84,120.0
896,F#3,224.032,1159/1000,84,120.0
897,B3,224.032,1159/1000,84,120.0
898,D4,225.191,257/500,86,120.0
899,B2,225.191,257/500,86,120.0
900,F#3,225.191,257/500,86,120.0
901,B3,225.191,257/500,86,120.0
902,B3,225.727,741/1000,83,120.0
903,B2,225.75,291/250,64,120.0
904,F#3,225.75,111/200,83,120.0
905,D4,225.75,111/200,83,120.0
906,F#3,226.305,131/200,95,120.0
907,D4,226.305,141/250,77,120.0
908,D5,226.355,7/20,44,120.0
909,B3,226.468,491/1000,89,120.0
910,F#4,226.841,673/1000,58,120.0
911,C#4,226.841,673/1000,58,120.0
912,B2,226.914,673/1000,60,120.0
913,F#3,226.959,1041/1000,91,120.0
914,B3,226.959,407/500,72,120.0
915,F#3,228.0,67/125,91,120.0
916,C#4,228.536,559/1000,80,120.0
917,F#4,228.536,407/500,44,120.0
918,F#3,228.536,1141/1000,90,120.0
919,B3,228.536,1141/1000,90,120.0
920,D4,229.095,291/500,81,120.0
921,B4,229.141,58/125,44,120.0
922,B3,229.677,1091/1000,82,120.0
923,F#3,229.677,111/200,87,120.0
924,D4,229.677,111/200,87,120.0
925,C#4,230.232,67/125,76,120.0
926,F#4,230.255,409/500,50,120.0
927,F#3,230.255,131/200,68,120.0
928,B4,230.255,131/200,68,120.0
929,B3,230.768,1141/1000,82,120.0
930,D4,230.768,1141/1000,82,120.0
931,B2,230.791,149/200,43,120.0
932,F#3,230.955,181/200,87,120.0
933,D5,231.282,3/10,43,120.0
934,F#4,231.35,61/200,39,120.0
935,B4,231.35,61/200,39,120.0
936,A2,231.882,59/500,78,120.0
937,A3,231.882,59/500,78,120.0
938,E3,231.909,91/1000,70,120.0
939,D4,231.909,91/1000,70,120.0
940,E3,232.0,58/125,70,120.0
941,D4,232.0,58/125,70,120.0
942,A2,232.0,509/500,78,120.0
943,A3,232.0,509/500,78,120.0
944,E3,232.464,291/500,76,120.0
945,D4,232.464,291/500,76,120.0
946,D4,233.045,243/500,65,120.0
947,A2,233.045,559/1000,78,120.0
948,E3,233.045,559/1000,78,120.0
949,A3,233.045,559/1000,78,120.0
950,A2,233.605,1091/1000,85,120.0
951,E3,233.605,1091/1000,85,120.0
952,A3,233.605,1091/1000,85,120.0
953,C#4,233.605,1091/1000,85,120.0
954,A2,234.695,559/1000,74,120.0
955,A3,234.695,559/1000,74,120.0
956,B3,234.695,559/1000,74,120.0
957,E3,234.695,559/1000,74,120.0
958,C#4,234.95,141/500,33,120.0
959,C#4,235.255,149/200,78,120.0
960,A2,235.255,149/200,78,120.0
961,A3,235.255,149/200,78,120.0
962,E3,235.255,149/200,78,120.0
963,C#4,236.0,159/1000,78,120.0
964,A2,236.0,391/1000,78,120.0
965,A3,236.0,391/1000,78,120.0
966,E3,236.0,391/1000,78,120.0
967,A2,236.391,557/500,90,120.0
968,A3,236.391,257/500,67,120.0
969,B3,236.391,257/500,67,120.0
970,E3,236.391,257/500,67,120.0
971,E3,236.927,3/5,65,120.0
972,A3,236.927,3/5,65,120.0
973,B3,236.927,3/5,65,120.0
974,A4,237.505,673/1000,40,120.0
975,A2,237.505,559/1000,79,120.0
976,A3,237.505,559/1000,79,120.0
977,E3,237.505,559/1000,79,120.0
978,B3,237.527,149/200,63,120.0
979,C#4,238.086,191/200,76,120.0
980,A2,238.086,1023/1000,85,120.0
981,E3,238.086,1023/1000,85,120.0
982,A3,238.086,1023/1000,85,120.0
983,E3,239.109,559/1000,78,120.0
984,A3,239.109,559/1000,78,120.0
985,B3,239.109,559/1000,78,120.0
986,A2,239.109,559/1000,78,120.0
987,A3,239.691,309/1000,92,120.0
988,A2,239.691,309/1000,81,120.0
989,C#4,239.691,309/1000,81,120.0
990,E3,239.714,143/500,73,120.0
991,A3,240.0,1/5,92,120.0
992,E3,240.0,159/500,73,120.0
993,A2,240.0,827/1000,81,120.0
994,C#4,240.0,827/1000,81,120.0
995,A3,240.2,13/20,77,120.0
996,E3,240.318,58/125,71,120.0
997,G2,240.9,2277/1000,85,120.0
998,G3,240.9,1159/1000,76,120.0
999,D3,240.9,111/200,84,120.0
1000,B3,240.9,111/200,84,120.0
1001,G1,241.177,121/200,40,120.0
1002,D3,241.455,291/500,88,120.0
1003,B3,241.455,291/500,88,120.0
1004,B3,242.036,559/500,84,120.0
1005,D3,242.036,559/500,84,120.0
1006,G3,242.059,677/1000,76,120.0
1007,G3,242.736,58/125,48,120.0
1008,B3,243.155,169/200,68,120.0
1009,G2,243.177,823/1000,76,120.0
1010,D3,243.177,823/1000,76,120.0
1011,G3,243.2,13/20,61,120.0
1012,C#4,243.664,42/125,83,120.0
1013,G3,243.85,3/20,57,120.0
1014,B3,244.0,827/1000,68,120.0
1015,G3,244.0,223/1000,57,120.0
1016,C#4,244.0,223/1000,83,120.0
1017,G2,244.0,49/200,76,120.0
1018,D3,244.0,49/200,76,120.0
1019,G3,244.223,291/500,77,120.0
1020,G2,244.223,291/500,77,120.0
1021,C#4,244.223,359/500,76,120.0
1022,D3,244.223,359/500,76,120.0
1023,G2,244.827,691/250,82,120.0
1024,B3,244.827,691/250,82,120.0
1025,G3,244.85,627/1000,76,120.0
1026,D3,244.964,67/125,81,120.0
1027,B4,245.45,257/500,42,120.0
1028,G3,245.477,593/500,50,120.0
1029,G2,247.591,409/1000,85,120.0
1030,G3,247.591,409/1000,75,120.0
1031,B3,247.591,409/1000,75,120.0
1032,D3,247.591,409/1000,75,120.0
1033,G2,248.0,659/1000,85,120.0
1034,G3,248.0,109/500,75,120.0
1035,B3,248.0,109/500,75,120.0
1036,D3,248.0,109/500,75,120.0
1037,C#4,248.241,209/500,85,120.0
1038,G2,248.659,593/500,68,120.0
1039,D4,248.659,593/500,68,120.0
1040,G3,248.659,593/500,68,120.0
1041,B3,248.682,139/200,74,120.0
1042,B2,249.891,209/250,85,120.0
1043,G2,249.914,3/10,64,120.0
1044,F#3,249.914,209/200,71,120.0
1045,B3,249.914,67/125,65,120.0
1046,C#4,250.541,209/500,93,120.0
1047,B3,250.936,133/125,88,120.0
1048,F#3,250.936,133/125,88,120.0
1049,C#4,250.936,133/125,88,120.0
1050,F#4,251.168,104/125,45,120.0
1051,F#4,252.0,1/10,45,120.0
1052,B3,252.0,1/10,88,120.0
1053,F#3,252.0,1/10,88,120.0
1054,C#4,252.0,1/10,88,120.0
1055,F#3,252.1,509/1000,73,120.0
1056,C#4,252.1,509/1000,73,120.0
1057,B3,252.1,267/250,68,120.0
1058,F#4,252.1,267/250,68,120.0
1059,F#3,252.632,291/500,88,120.0
1060,C#4,252.632,291/500,88,120.0
1061,B4,252.795,209/500,46,120.0
1062,F#3,253.191,267/250,78,120.0
1063,B3,253.191,267/250,78,120.0
1064,F#4,253.191,267/250,78,120.0
1065,C#4,253.191,267/250,78,120.0
1066,B4,253.768,441/1000,48,120.0
1067,B2,254.005,277/1000,57,120.0
1068,B3,254.282,1023/1000,62,120.0
1069,B2,254.305,1373/1000,86,120.0
1070,F#3,254.305,261/200,96,120.0
1071,G2,257.141,133/250,80,120.0
1072,B3,257.141,133/250,80,120.0
1073,G3,257.141,133/250,80,120.0
1074,D4,257.141,133/250,80,120.0
1075,B3,257.695,509/1000,75,120.0
1076,D4,257.695,509/1000,75,120.0
1077,G2,257.695,509/1000,75,120.0
1078,G3,257.718,209/500,73,120.0
1079,E4,258.255,141/500,44,120.0
1080,A2,258.255,291/500,78,120.0
1081,A3,258.255,291/500,78,120.0
1082,C#4,258.255,291/500,78,120.0
1083,A3,258.814,291/500,76,120.0
1084,C#4,258.814,291/500,76,120.0
1085,A2,258.836,557/500,99,120.0
1086,A3,259.418,133/250,69,120.0
1087,C#4,259.418,133/250,69,120.0
1088,E4,259.95,1/20,40,120.0
1089,A2,259.95,1/20,77,120.0
1090,A3,259.95,1/20,77,120.0
1091,C#4,259.95,1/20,77,120.0
1092,E4,260.0,139/200,40,120.0
1093,A2,260.0,509/1000,77,120.0
1094,A3,260.0,509/1000,77,120.0
1095,C#4,260.0,509/1000,77,120.0
1096,A2,260.509,559/1000,72,120.0
1097,A3,260.509,559/1000,72,120.0
1098,C#4,260.509,559/1000,72,120.0
1099,E4,261.068,359/500,54,120.0
1100,A2,261.068,577/1000,74,120.0
1101,A3,261.068,577/1000,74,120.0
1102,C#4,261.068,577/1000,74,120.0
1103,A2,261.623,559/1000,75,120.0
1104,A3,261.623,559/1000,75,120.0
1105,C#4,261.623,559/1000,75,120.0
1106,A3,262.182,559/1000,79,120.0
1107,A2,262.182,559/1000,79,120.0
1108,C#4,262.182,559/1000,79,120.0
1109,A2,262.764,559/1000,78,120.0
1110,A3,262.764,559/1000,78,120.0
1111,C#4,262.764,559/1000,78,120.0
1112,A3,263.3,133/250,78,120.0
1113,C#4,263.3,133/250,78,120.0
1114,E4,263.3,133/250,78,120.0
1115,A2,263.3,133/250,78,120.0
1116,A2,263.877,123/1000,72,120.0
1117,A3,263.877,123/1000,72,120.0
1118,C#4,263.877,123/1000,72,120.0
1119,E4,263.877,123/1000,72,120.0
1120,A2,264.0,459/1000,72,120.0
1121,A3,264.0,459/1000,72,120.0
1122,C#4,264.0,459/1000,72,120.0
1123,E4,264.0,459/1000,72,120.0
1124,A2,264.436,133/250,75,120.0
1125,A3,264.436,133/250,75,120.0
1126,C#4,264.436,133/250,75,120.0
1127,E4,264.436,133/250,75,120.0
1128,A2,264.991,559/1000,74,120.0
1129,A3,264.991,559/1000,74,120.0
1130,C#4,264.991,559/1000,74,120.0
1131,E4,264.991,559/1000,74,120.0
1132,A2,265.55,291/500,70,120.0
1133,A3,265.55,291/500,70,120.0
1134,C#4,265.55,291/500,70,120.0
1135,E4,265.55,291/500,70,120.0
1136,E4,266.132,209/500,62,120.0
1137,A3,266.132,257/500,60,120.0
1138,C#4,266.132,257/500,60,120.0
1139,A2,266.155,559/500,91,120.0
1140,A3,266.668,111/200,40,120.0
1141,C#4,266.668,79/200,73,120.0
1142,E4,266.691,277/1000,48,120.0
1143,A3,267.223,111/200,91,120.0
1144,D4,267.223,111/200,91,120.0
1145,F#4,267.223,111/200,91,120.0
1146,A2,267.273,209/500,72,120.0
1147,D4,267.782,109/500,73,120.0
1148,D3,267.782,109/500,73,120.0
1149,A3,267.782,109/500,73,120.0
1150,F#4,267.782,109/500,73,120.0
1151,D4,268.0,341/1000,73,120.0
1152,D3,268.0,341/1000,73,120.0
1153,A3,268.0,341/1000,73,120.0
1154,F#4,268.0,341/1000,73,120.0
1155,A3,268.341,111/200,76,120.0
1156,D4,268.341,111/200,76,120.0
1157,D3,268.341,111/200,76,120.0
1158,F#4,268.341,111/200,76,120.0
1159,A3,268.895,559/1000,78,120.0
1160,D3,268.895,559/1000,78,120.0
1161,D4,268.895,559/1000,78,120.0
1162,F#4,268.895,559/1000,78,120.0
1163,D3,269.477,139/200,70,120.0
1164,D4,269.477,58/125,68,120.0
1165,A3,269.477,121/200,80,120.0
1166,F#4,269.477,121/200,80,120.0
1167,G2,270.573,133/250,75,120.0
1168,B3,270.573,133/250,75,120.0
1169,D4,270.573,133/250,75,120.0
1170,G3,270.573,133/250,75,120.0
1171,D4,271.105,58/125,66,120.0
1172,B3,271.105,58/125,66,120.0
1173,G2,271.127,139/200,70,120.0
1174,G3,271.127,139/200,70,120.0
1175,A2,271.664,42/125,75,120.0
1176,A3,271.664,42/125,75,120.0
1177,C#4,271.664,42/125,75,120.0
1178,A2,272.0,109/500,75,120.0
1179,A3,272.0,109/500,75,120.0
1180,C#4,272.0,109/500,75,120.0
1181,A2,272.241,279/125,98,120.0
1182,A3,272.241,559/1000,62,120.0
1183,C#4,272.241,559/1000,62,120.0
1184,A3,272.8,291/500,64,120.0
1185,C#4,272.8,291/500,64,120.0
1186,A3,273.359,391/1000,56,120.0
1187,C#4,273.382,111/200,61,120.0
1188,E4,273.382,441/1000,52,120.0
1189,A3,273.936,67/125,50,120.0
1190,C#4,273.936,67/125,50,120.0
1191,A3,274.45,96/125,48,120.0
1192,A2,274.473,1527/1000,94,120.0
1193,C#4,274.473,559/1000,58,120.0
1194,E4,274.473,559/1000,58,120.0
1195,C#4,275.009,291/500,62,120.0
1196,E4,275.032,79/200,53,120.0
1197,A3,275.564,109/250,72,120.0
1198,C#4,275.564,109/250,72,120.0
1199,A2,276.0,29/200,94,120.0
1200,A3,276.0,59/500,72,120.0
1201,C#4,276.0,59/500,72,120.0
1202,A2,276.145,559/1000,72,120.0
1203,A3,276.145,559/1000,72,120.0
1204,C#4,276.145,559/1000,72,120.0
1205,E4,276.145,559/1000,72,120.0
1206,A3,276.682,111/200,78,120.0
1207,A2,276.682,111/200,78,120.0
1208,C#4,276.682,111/200,78,120.0
1209,E4,276.682,111/200,78,120.0
1210,A3,277.236,559/1000,70,120.0
1211,C#4,277.236,559/1000,70,120.0
1212,A2,277.236,559/1000,70,120.0
1213,E4,277.236,559/1000,70,120.0
1214,A3,277.795,67/125,75,120.0
1215,A2,277.795,67/125,75,120.0
1216,C#4,277.795,67/125,75,120.0
1217,E4,277.795,67/125,75,120.0
1218,A3,278.332,291/500,72,120.0
1219,C#4,278.332,291/500,72,120.0
1220,A2,278.332,291/500,72,120.0
1221,E4,278.332,291/500,72,120.0
1222,A2,278.914,111/200,71,120.0
1223,A3,278.914,111/200,71,120.0
1224,C#4,278.914,111/200,71,120.0
1225,E4,278.936,441/1000,63,120.0
1226,A2,279.468,133/250,64,120.0
1227,A3,279.468,133/250,64,120.0
1228,C#4,279.468,133/250,64,120.0
1229,E4,279.468,133/250,64,120.0
1230,A2,280.0,27/1000,64,120.0
1231,A3,280.0,27/1000,64,120.0
1232,C#4,280.0,27/1000,64,120.0
1233,E4,280.0,27/1000,64,120.0
1234,A3,280.027,111/200,76,120.0
1235,A2,280.027,441/1000,71,120.0
1236,C#4,280.027,441/1000,71,120.0
1237,E4,280.027,441/1000,71,120.0
1238,D4,280.559,559/1000,94,120.0
1239,A3,280.559,559/1000,94,120.0
1240,F#4,280.559,559/1000,94,120.0
1241,D3,281.141,559/1000,75,120.0
1242,A3,281.141,559/1000,75,120.0
1243,D4,281.141,559/1000,75,120.0
1244,F#4,281.141,559/1000,75,120.0
1245,D4,281.677,67/125,76,120.0
1246,D3,281.677,67/125,76,120.0
1247,A3,281.677,67/125,76,120.0
1248,F#4,281.677,67/125,76,120.0
1249,D3,282.236,111/200,78,120.0
1250,A3,282.236,111/200,78,120.0
1251,D4,282.236,111/200,78,120.0
1252,F#4,282.236,111/200,78,120.0
1253,D3,282.791,257/500,80,120.0
1254,A3,282.791,257/500,80,120.0
1255,F#4,282.791,257/500,80,120.0
1256,D4,282.791,257/500,82,120.0
1257,F#4,282.791,257/500,82,120.0
1258,G2,283.35,67/125,71,120.0
1259,B3,283.35,67/125,71,120.0
1260,D4,283.35,67/125,71,120.0
1261,G3,283.35,67/125,71,120.0
1262,G2,283.909,91/1000,69,120.0
1263,G3,283.909,91/1000,69,120.0
1264,B3,283.909,91/1000,69,120.0
1265,D4,283.909,91/1000,69,120.0
1266,G2,284.0,58/125,69,120.0
1267,G3,284.0,58/125,69,120.0
1268,B3,284.0,58/125,69,120.0
1269,D4,284.0,58/125,69,120.0
1270,G2,284.464,559/1000,70,120.0
1271,G3,284.464,559/1000,70,120.0
1272,B3,284.464,559/1000,70,120.0
1273,D4,284.464,559/1000,70,120.0
1274,G3,285.023,323/1000,56,120.0
1275,G2,285.023,243/500,74,120.0
1276,B3,285.023,243/500,74,120.0
1277,D4,285.023,243/500,74,120.0
1278,A2,285.577,2209/1000,97,120.0
1279,A3,285.577,257/500,64,120.0
1280,C#4,285.577,257/500,64,120.0
1281,E4,285.6,327/1000,41,120.0
1282,A3,286.114,117/250,61,120.0
1283,C#4,286.114,559/1000,63,120.0
1284,C#4,286.673,559/1000,73,120.0
1285,C#4,287.232,111/200,67,120.0
1286,A3,287.786,107/500,66,120.0
1287,A2,287.786,107/500,69,120.0
1288,C#4,287.786,107/500,69,120.0
1289,E4,287.786,107/500,69,120.0
1290,A3,288.0,41/200,66,120.0
1291,A2,288.0,69/200,69,120.0
1292,C#4,288.0,69/200,69,120.0
1293,E4,288.0,69/200,69,120.0
1294,E4,288.345,323/1000,49,120.0
1295,A2,288.345,291/500,69,120.0
1296,A3,288.345,291/500,69,120.0
1297,C#4,288.345,291/500,69,120.0
1298,A2,288.927,133/250,74,120.0
1299,A3,288.927,133/250,74,120.0
1300,C#4,288.927,133/250,74,120.0
1301,C#4,289.459,79/200,67,120.0
1302,A2,289.459,79/200,67,120.0
1303,E4,289.459,79/200,67,120.0
1304,A3,289.482,559/1000,63,120.0
1305,D4,290.018,67/125,79,120.0
1306,D3,290.018,67/125,79,120.0
1307,A3,290.018,67/125,79,120.0
1308,F#4,290.018,67/125,79,120.0
1309,D2,290.041,141/500,41,120.0
1310,D3,290.577,111/200,75,120.0
1311,A3,290.577,111/200,75,120.0
1312,D4,290.577,111/200,75,120.0
1313,F#4,290.577,111/200,75,120.0
1314,D3,291.109,67/125,76,120.0
1315,D4,291.109,67/125,76,120.0
1316,A3,291.109,67/125,76,120.0
1317,F#4,291.109,67/125,76,120.0
1318,F#4,291.668,83/250,69,120.0
1319,D3,291.668,83/250,77,120.0
1320,A3,291.668,83/250,77,120.0
1321,D4,291.668,83/250,77,120.0
1322,F#4,292.0,459/1000,69,120.0
1323,D3,292.0,177/1000,77,120.0
1324,A3,292.0,177/1000,77,120.0
1325,D4,292.0,177/1000,77,120.0
1326,F#2,292.25,111/200,90,120.0
1327,A3,292.25,111/200,90,120.0
1328,F#3,292.273,46/125,53,120.0
1329,F#3,292.805,277/1000,45,120.0
1330,F#2,292.805,291/500,76,120.0
1331,A3,292.805,291/500,76,120.0
1332,F#4,292.805,291/500,76,120.0
1333,C#4,293.386,723/1000,44,120.0
1334,F#2,293.386,111/200,79,120.0
1335,A3,293.386,111/200,79,120.0
1336,F#4,293.386,111/200,79,120.0
1337,F#3,293.918,141/500,41,120.0
1338,F#2,293.918,2/5,70,120.0
1339,F#4,293.918,2/5,70,120.0
1340,A3,293.941,491/1000,93,120.0
1341,B3,294.455,133/250,81,120.0
1342,D4,294.455,133/250,81,120.0
1343,G2,294.455,133/250,81,120.0
1344,D4,294.991,559/1000,68,120.0
1345,G2,294.991,559/1000,68,120.0
1346,G3,294.991,559/1000,68,120.0
1347,B3,294.991,559/1000,68,120.0
1348,G3,295.573,323/1000,55,120.0
1349,B3,295.573,427/1000,80,120.0
1350,D4,295.573,427/1000,80,120.0
1351,G2,295.573,427/1000,80,120.0
1352,B3,296.0,127/1000,80,120.0
1353,D4,296.0,127/1000,80,120.0
1354,G2,296.0,127/1000,80,120.0
1355,D4,296.105,257/500,76,120.0
1356,B3,296.105,257/500,76,120.0
1357,G2,296.105,257/500,76,120.0
1358,G3,296.127,7/20,53,120.0
1359,A2,296.686,557/500,99,120.0
1360,A3,296.686,673/1000,50,120.0
1361,C#4,296.686,111/200,69,120.0
1362,E4,296.686,373/1000,48,120.0
1363,C#4,297.241,559/1000,58,120.0
1364,E4,297.241,559/1000,58,120.0
1365,A3,297.8,61/200,60,120.0
1366,E4,297.8,791/1000,50,120.0
1367,A2,297.8,491/1000,80,120.0
1368,C#4,297.8,491/1000,80,120.0
1369,C#4,298.314,559/1000,83,120.0
1370,A2,298.314,559/1000,83,120.0
1371,D4,298.895,111/200,80,120.0
1372,D3,298.895,111/200,80,120.0
1373,A3,298.895,111/200,80,120.0
1374,F#4,298.895,111/200,80,120.0
1375,D3,299.473,527/1000,77,120.0
1376,A3,299.473,527/1000,77,120.0
1377,D4,299.473,527/1000,77,120.0
1378,F#4,299.473,527/1000,77,120.0
1379,D3,300.0,4/125,77,120.0
1380,A3,300.0,4/125,77,120.0
1381,D4,300.0,4/125,77,120.0
1382,F#4,300.0,4/125,77,120.0
1383,D3,300.009,559/1000,76,120.0
1384,A3,300.009,559/1000,76,120.0
1385,D4,300.009,559/1000,76,120.0
1386,F#4,300.009,559/1000,76,120.0
1387,A3,300.568,243/500,78,120.0
1388,D3,300.568,243/500,78,120.0
1389,D4,300.568,243/500,78,120.0
1390,F#4,300.568,243/500,78,120.0
1391,G2,301.123,559/500,98,120.0
1392,G3,301.123,559/1000,62,120.0
1393,B3,301.123,559/1000,62,120.0
1394,D4,301.123,559/1000,62,120.0
1395,G3,301.682,559/1000,60,120.0
