,note_name,start_time,duration,velocity,tempo
129,E3,21.26,6/25,104,120
130,B3,21.26,0.312,112,120
131,A3,21.26,0.312,112,120
132,C#4,21.76,69/125,109,120
133,E3,21.76,69/125,109,120
134,A3,21.76,69/125,109,120
135,E3,22.698,229/1000,99,120
136,B3,22.698,229/1000,99,120
137,A3,22.698,229/1000,99,120
138,A3,22.958,73/250,107,120
139,C#4,22.958,73/250,107,120
140,E3,22.958,73/250,107,120
141,G2,23.438,194/125,91,120
142,B3,23.438,26/125,93,120
143,D3,23.438,26/125,93,120
144,G3,23.438,26/125,93,120
145,G3,23.802,13/50,87,120
146,D3,23.802,13/50,87,120
147,B3,23.802,13/50,87,120
148,B3,24.333,6/25,97,120
149,G3,24.333,6/25,97,120
150,D3,24.333,6/25,97,120
151,G2,24.99,0.031,91,120
152,B3,25.333,0.094,109,120
153,D3,25.344,99/500,94,120
154,G3,25.344,99/500,94,120
155,C#4,25.344,99/500,94,120
156,G2,25.354,0.875,91,120
157,D3,25.875,333/1000,105,120
158,C#4,25.875,333/1000,105,120
159,G3,25.875,333/1000,105,120
160,B3,26.406,1167/1000,102,120
161,G3,26.406,1167/1000,102,120
162,D3,26.406,1167/1000,102,120
163,G2,26.406,1167/1000,102,120
164,B3,28.323,521/1000,107,120
165,G3,28.323,521/1000,107,120
166,D3,28.323,521/1000,107,120
167,G2,28.344,323/500,95,120
168,C#4,28.802,0.188,91,120
169,G2,28.99,23/200,95,120
170,C#4,28.99,0.031,91,120
171,G3,29.302,271/1000,116,120
172,B3,29.302,271/1000,116,120
173,D4,29.302,0.344,111,120
174,G2,29.302,0.344,111,120
175,F#3,29.667,13/50,109,120
176,B3,29.667,13/50,109,120
177,B2,29.677,577/200,104,120
178,C#4,29.729,13/50,82,120
179,B3,30.26,99/250,98,120
180,C#4,30.26,99/250,98,120
181,F#3,30.26,99/250,98,120
182,F#3,31.292,583/1000,100,120
183,B3,31.292,583/1000,100,120
184,C#4,31.75,6/25,91,120
185,C#4,32.24,0.281,104,120
186,B3,32.24,0.281,104,120
187,F#3,32.25,0.281,106,120
188,B3,32.25,0.281,106,120
189,B3,33.25,151/500,101,120
190,F#3,33.25,151/500,101,120
191,B2,33.25,151/500,101,120
