,note_name,start_time,duration,velocity,tempo
129,E3,22.698,229/1000,99,120
130,B3,22.698,229/1000,99,120
131,A3,22.698,229/1000,99,120
132,A3,22.958,73/250,107,120
133,C#4,22.958,73/250,107,120
134,E3,22.958,73/250,107,120
135,G2,23.438,194/125,91,120
136,B3,23.438,26/125,93,120
137,D3,23.438,26/125,93,120
138,G3,23.438,26/125,93,120
139,G3,23.802,13/50,87,120
140,D3,23.802,13/50,87,120
141,B3,23.802,13/50,87,120
142,B3,24.333,6/25,97,120
143,G3,24.333,6/25,97,120
144,D3,24.333,6/25,97,120
145,G2,24.99,0.031,91,120
146,B3,25.333,0.094,109,120
147,D3,25.344,99/500,94,120
148,G3,25.344,99/500,94,120
149,C#4,25.344,99/500,94,120
150,G2,25.354,0.875,91,120
151,D3,25.875,333/1000,105,120
152,C#4,25.875,333/1000,105,120
153,G3,25.875,333/1000,105,120
154,B3,26.406,1167/1000,102,120
155,G3,26.406,1167/1000,102,120
156,D3,26.406,1167/1000,102,120
157,G2,26.406,1167/1000,102,120
158,B3,28.323,521/1000,107,120
159,G3,28.323,521/1000,107,120
160,D3,28.323,521/1000,107,120
161,G2,28.344,323/500,95,120
162,C#4,28.802,0.188,91,120
163,G2,28.99,23/200,95,120
164,C#4,28.99,0.031,91,120
165,G3,29.302,271/1000,116,120
166,B3,29.302,271/1000,116,120
167,D4,29.302,0.344,111,120
168,G2,29.302,0.344,111,120
169,F#3,29.667,13/50,109,120
170,B3,29.667,13/50,109,120
171,B2,29.677,577/200,104,120
172,C#4,29.729,13/50,82,120
173,B3,30.26,99/250,98,120
174,C#4,30.26,99/250,98,120
175,F#3,30.26,99/250,98,120
176,F#3,31.292,583/1000,100,120
177,B3,31.292,583/1000,100,120
178,C#4,31.75,6/25,91,120
179,C#4,32.24,0.281,104,120
180,B3,32.24,0.281,104,120
181,F#3,32.25,0.281,106,120
182,B3,32.25,0.281,106,120
183,B3,33.25,151/500,101,120
184,F#3,33.25,151/500,101,120
185,B2,33.25,151/500,101,120
