4.56,6.32,98.0
4.56,5.67,196.0
4.56,5.25,246.94
4.56,5.0,293.66
6.27,7.2,77.78
6.27,6.95,246.94
6.27,6.95,392.0
6.3,6.67,311.13
6.94,8.0,392.0
8.0,9.11,392.0
9.11,10.01,77.78
9.11,9.45,311.13
9.11,9.76,246.94
9.11,9.76,392.0
9.76,10.73,392.0
10.76,12.0,246.94
10.76,11.43,329.63
10.76,11.48,123.47
10.76,11.48,293.66
12.0,12.64,246.94
12.96,13.59,246.94
13.61,14.26,293.66
13.61,14.45,98.0
13.61,14.45,246.94
13.61,14.45,196.0
13.61,14.45,246.94
15.33,16.0,110.0
15.33,15.75,220.0
15.33,15.99,246.94
15.33,15.89,440.0
16.0,16.15,110.0
16.4,17.01,311.13
16.43,17.22,246.94
16.47,16.98,440.0
16.98,17.49,440.0
16.98,17.49,311.13
17.22,17.52,246.94
17.52,18.05,246.94
17.52,18.05,311.13
17.52,18.05,440.0
18.05,18.63,246.94
18.05,18.63,440.0
18.05,18.63,311.13
18.63,19.21,246.94
18.63,19.21,440.0
18.63,19.21,311.13
19.21,19.8,246.94
19.21,19.8,440.0
19.21,19.8,311.13
19.8,20.0,246.94
19.8,20.0,440.0
19.8,20.0,311.13
20.0,20.31,246.94
20.0,20.31,440.0
20.0,20.31,311.13
20.31,20.84,246.94
20.31,20.84,311.13
20.31,20.84,440.0
20.86,21.93,246.94
20.86,21.93,311.13
20.86,21.93,440.0
21.03,21.35,82.41
25.02,25.93,36.71
26.28,26.79,36.71
27.58,28.0,36.71
28.0,32.0,36.71
32.0,33.43,36.71
58.88,59.9,123.47
58.88,59.45,293.66
58.88,59.57,164.81
58.88,59.57,246.94
59.46,59.97,293.66
59.57,60.0,164.81
59.57,59.97,246.94
59.97,60.0,246.94
59.97,60.0,293.66
60.0,61.16,246.94
60.0,60.16,164.81
60.0,60.64,293.66
60.16,60.74,164.81
60.64,61.16,293.66
61.16,61.48,146.83
61.16,61.69,293.66
61.16,61.83,164.81
61.16,61.83,246.94
61.69,62.24,293.66
61.83,62.24,246.94
61.83,62.24,164.81
62.24,62.85,246.94
62.24,62.85,293.66
62.27,62.96,164.81
62.27,62.69,329.63
62.83,63.45,246.94
62.83,63.45,329.63
62.83,63.45,246.94
62.96,63.55,164.81
63.29,63.64,493.88
63.5,64.0,246.94
64.0,64.5,246.94
64.5,65.06,164.81
64.5,65.06,246.94
64.5,65.06,246.94
64.61,65.31,329.63
65.08,65.64,293.66
65.08,65.64,164.81
65.66,66.22,246.94
65.66,66.22,293.66
65.66,66.22,164.81
66.22,66.8,246.94
66.22,66.8,164.81
66.22,66.8,246.94
66.22,66.8,329.63
66.8,67.66,246.94
66.8,67.45,164.81
66.8,67.45,293.66
67.19,67.8,329.63
67.45,67.89,164.81
67.45,67.82,246.94
67.89,68.0,110.0
67.91,68.0,155.56
67.91,68.0,220.0
67.91,68.0,293.66
68.0,68.82,110.0
68.0,68.47,155.56
68.0,68.47,220.0
68.0,68.47,293.66
68.47,69.01,293.66
68.47,69.01,220.0
68.5,69.21,155.56
69.06,69.73,220.0
69.06,69.63,293.66
69.21,69.73,155.56
69.63,70.33,246.94
69.63,70.03,440.0
69.73,70.31,155.56
69.73,70.38,220.0
70.75,71.33,220.0
70.75,71.33,246.94
70.77,71.4,155.56
71.05,71.47,440.0
71.31,72.0,220.0
71.31,72.0,246.94
71.4,71.96,155.56
72.0,72.03,220.0
72.0,72.03,246.94
72.44,73.37,110.0
72.44,73.07,155.56
72.44,72.98,220.0
72.44,72.98,246.94
72.96,73.54,220.0
72.96,73.54,246.94
73.07,73.56,155.56
73.56,74.14,155.56
73.56,74.14,220.0
73.56,74.14,246.94
74.14,74.86,155.56
74.14,74.86,246.94
74.16,75.21,220.0
75.21,75.86,155.56
75.21,75.77,220.0
75.21,75.77,246.94
75.77,76.0,110.0
75.77,76.0,220.0
75.77,76.0,246.94
75.86,76.0,155.56
76.0,76.44,155.56
76.0,76.14,110.0
76.0,76.46,220.0
76.0,76.46,246.94
76.98,77.53,246.94
76.98,77.67,98.0
76.98,77.67,146.83
76.98,77.67,196.0
77.53,78.14,246.94
77.67,78.0,98.0
77.67,78.14,146.83
77.67,78.14,196.0
78.14,78.95,196.0
78.14,78.84,246.94
78.14,78.84,146.83
78.16,78.46,392.0
79.3,80.0,98.0
79.3,80.0,196.0
79.3,79.9,246.94
79.3,79.9,146.83
79.97,80.0,246.94
80.0,80.34,246.94
80.0,80.02,98.0
80.0,80.02,196.0
80.34,80.95,246.94
80.34,80.95,146.83
80.34,80.95,196.0
80.93,82.0,98.0
80.95,81.64,146.83
80.95,81.64,246.94
80.97,81.58,196.0
81.58,82.78,196.0
83.74,84.0,98.0
83.74,84.0,196.0
83.74,84.0,246.94
83.74,84.0,146.83
84.0,84.76,98.0
84.0,84.76,196.0
84.0,84.37,246.94
84.0,84.37,146.83
