4.01,5.12,98.0
4.01,5.12,246.94
4.01,5.12,293.66
4.01,5.12,392.0
5.54,7.29,77.78
5.54,7.29,246.94
5.54,7.29,311.13
5.54,7.29,392.0
8.04,9.08,77.78
8.04,9.08,311.13
8.04,9.05,246.94
8.04,9.05,311.13
8.04,9.05,392.0
9.49,11.15,329.63
9.49,11.15,246.94
9.49,11.15,293.66
9.49,11.15,123.47
12.01,13.06,246.94
12.01,13.06,293.66
12.01,13.06,392.0
12.01,13.06,98.0
13.52,14.28,246.94
13.52,14.28,311.13
13.52,14.28,440.0
13.53,16.0,110.0
14.49,14.62,311.13
14.49,14.62,246.94
14.49,14.62,440.0
15.0,15.17,440.0
15.0,15.17,246.94
15.0,15.17,311.13
15.46,15.62,246.94
15.46,15.62,440.0
15.46,15.62,311.13
15.95,16.0,246.94
15.95,16.0,440.0
15.95,16.0,311.13
16.0,19.0,110.0
16.0,16.16,246.94
16.0,16.16,440.0
16.0,16.16,311.13
16.44,16.66,246.94
16.44,16.66,440.0
16.44,16.66,311.13
16.97,17.21,440.0
16.97,17.21,246.94
16.97,17.21,311.13
17.46,17.68,246.94
17.46,17.68,440.0
17.46,17.68,311.13
17.94,18.19,246.94
17.94,18.19,311.13
17.94,18.19,440.0
18.43,18.77,246.94
18.43,18.77,440.0
18.43,18.77,311.13
18.43,18.77,440.0
52.0,56.0,123.47
52.0,52.33,164.81
52.0,52.33,293.66
52.0,52.33,246.94
52.0,52.33,293.66
52.49,52.77,293.66
52.49,52.77,164.81
52.49,52.77,246.94
52.98,53.31,246.94
52.98,53.31,293.66
52.98,53.31,164.81
54.01,54.25,164.81
54.01,54.25,246.94
54.01,54.25,293.66
54.49,54.73,164.81
54.49,54.73,246.94
54.49,54.73,293.66
54.99,55.23,164.81
54.99,55.23,246.94
54.99,55.23,293.66
55.49,56.0,164.81
55.49,56.0,246.94
55.49,56.0,246.94
56.0,59.48,123.47
56.0,56.29,164.81
56.0,56.45,246.94
56.0,56.45,246.94
56.98,57.31,164.81
56.98,57.79,246.94
56.98,57.42,246.94
57.49,57.68,164.81
57.49,57.68,293.66
57.99,58.36,164.81
57.99,58.36,293.66
57.99,58.36,246.94
57.99,58.36,293.66
58.49,58.83,246.94
58.49,58.73,164.81
58.49,58.73,246.94
58.99,59.33,164.81
58.99,59.33,293.66
58.99,59.33,246.94
58.99,59.33,293.66
59.99,60.0,110.0
59.99,60.0,155.56
59.99,60.0,220.0
59.99,60.0,293.66
60.0,63.65,110.0
60.0,60.29,155.56
60.0,60.29,220.0
60.0,60.29,293.66
60.49,60.72,155.56
60.49,60.72,220.0
60.49,60.72,293.66
60.99,61.25,155.56
60.99,61.25,220.0
60.99,61.25,293.66
61.49,62.16,155.56
61.49,62.16,220.0
61.49,62.16,246.94
62.49,62.77,155.56
62.49,62.77,220.0
62.49,62.77,246.94
62.99,63.64,155.56
62.99,63.64,220.0
62.99,63.64,246.94
63.99,64.0,110.0
63.99,64.0,155.56
63.99,64.0,220.0
63.99,64.0,246.94
64.0,67.57,110.0
64.0,64.31,155.56
64.0,64.31,220.0
64.0,64.31,246.94
64.45,64.72,220.0
64.45,64.72,155.56
64.45,64.72,246.94
64.98,65.22,155.56
64.98,65.3,220.0
64.98,65.3,246.94
65.48,66.03,246.94
65.48,66.03,155.56
65.48,66.03,220.0
66.42,66.67,155.56
66.42,66.67,220.0
66.42,66.67,246.94
66.93,67.52,155.56
66.93,67.52,220.0
66.93,67.52,246.94
68.0,69.71,98.0
68.0,68.35,146.83
68.0,68.35,196.0
68.0,68.35,246.94
68.49,68.75,196.0
68.49,68.75,146.83
68.49,68.75,246.94
69.02,69.26,196.0
69.02,69.26,246.94
69.02,69.26,146.83
70.02,70.52,246.94
70.03,70.67,146.83
70.03,70.67,196.0
70.05,71.32,98.0
70.48,70.68,246.94
70.97,71.3,146.83
70.97,71.3,246.94
70.97,71.3,196.0
71.5,72.0,246.94
71.5,72.0,146.83
71.5,72.0,196.0
71.5,72.0,98.0
72.0,73.21,246.94
72.0,73.21,146.83
72.0,73.21,196.0
72.0,73.21,98.0
73.96,74.53,246.94
73.96,74.53,146.83
73.96,74.53,196.0
73.98,74.74,98.0
74.44,74.66,246.94
74.94,75.21,196.0
74.94,75.21,246.94
74.94,75.28,293.66
74.94,75.28,98.0
76.02,76.64,164.81
76.02,76.64,246.94
76.03,79.27,123.47
76.44,76.7,246.94
76.97,77.42,246.94
76.97,77.42,164.81
76.97,77.42,246.94
78.0,78.58,164.81
78.0,78.58,246.94
78.46,78.7,246.94
78.95,79.23,246.94
78.95,79.23,246.94
78.96,79.24,164.81
78.96,79.24,246.94
79.96,80.0,246.94
79.96,80.0,164.81
79.96,80.0,123.47
80.0,80.65,246.94
80.0,80.65,164.81
80.0,80.65,123.47
82.48,82.83,196.0
82.48,82.83,246.94
82.48,82.83,293.66
82.48,82.83,98.0
82.98,83.42,98.0
82.98,83.42,246.94
82.98,83.42,293.66
82.99,83.29,196.0
83.47,83.84,110.0
83.47,83.84,220.0
83.47,83.84,246.94
83.47,83.84,311.13
83.99,84.0,220.0
83.99,84.0,311.13
83.99,84.0,246.94
84.0,88.0,110.0
84.0,84.34,220.0
84.0,84.34,311.13
84.0,84.34,246.94
84.5,84.82,311.13
84.5,84.82,220.0
84.5,84.82,246.94
84.99,85.32,220.0
84.99,85.32,246.94
84.99,85.32,311.13
85.49,85.81,246.94
85.49,85.81,311.13
85.49,85.81,220.0
85.99,86.3,220.0
85.99,86.3,246.94
85.99,86.3,311.13
86.49,86.83,220.0
86.49,86.83,246.94
86.49,86.83,311.13
86.99,87.29,220.0
86.99,87.29,246.94
86.99,87.29,311.13
87.49,87.79,220.0
87.49,87.79,246.94
87.49,87.79,311.13
87.99,88.0,220.0
87.99,88.0,246.94
87.99,88.0,311.13
88.0,89.77,110.0
88.0,88.3,220.0
88.0,88.3,246.94
88.0,88.3,311.13
88.49,88.8,220.0
88.49,88.8,246.94
88.49,88.8,311.13
88.99,89.29,220.0
88.99,89.29,246.94
88.99,89.29,311.13
89.49,89.77,220.0
89.49,89.77,246.94
89.49,89.77,311.13
89.99,90.28,220.0
89.99,90.28,246.94
89.99,90.28,311.13
90.01,91.72,110.0
90.49,90.75,220.0
90.49,90.75,246.94
90.49,90.75,311.13
90.99,91.27,220.0
90.99,91.27,246.94
90.99,91.27,311.13
91.49,91.81,220.0
91.49,91.81,329.63
91.49,91.81,293.66
91.49,91.81,329.63
91.99,92.0,146.83
91.99,92.0,220.0
91.99,92.0,293.66
91.99,92.0,329.63
92.0,93.88,146.83
92.0,92.3,220.0
92.0,92.3,293.66
92.0,92.3,329.63
92.49,92.79,220.0
92.49,92.79,329.63
92.49,92.79,293.66
92.49,92.79,329.63
92.99,93.27,220.0
92.99,93.27,293.66
92.99,93.27,329.63
93.49,93.75,220.0
93.49,93.75,293.66
93.49,93.75,329.63
94.49,94.83,98.0
94.49,94.83,196.0
94.49,94.83,246.94
94.49,94.83,293.66
94.98,95.41,293.66
94.99,95.51,98.0
94.99,95.3,196.0
94.99,95.3,246.94
95.49,95.85,110.0
95.49,95.85,220.0
95.49,95.85,246.94
95.49,95.85,311.13
95.99,96.0,220.0
95.99,96.0,246.94
95.99,96.0,311.13
96.0,100.0,110.0
96.0,96.31,220.0
96.0,96.31,246.94
96.0,96.31,311.13
